,regulator,gene_name,gene_id,effect,ev_level,source
92,Nac,fecC,b4289,?,0.0,RegulonDB_TF
93,Nac,fecD,b4288,?,0.0,RegulonDB_TF
94,Nac,fecE,b4287,?,0.0,RegulonDB_TF
95,Nac,gabD,b2661,+,0.0,RegulonDB_TF
96,Nac,gabP,b2663,+,0.0,RegulonDB_TF
97,Nac,gabT,b2662,+,0.0,RegulonDB_TF
98,Nac,gdhA,b1761,-,0.0,RegulonDB_TF
99,Nac,gltB,b3212,-,0.0,RegulonDB_TF
100,Nac,gltD,b3213,-,0.0,RegulonDB_TF
101,Nac,gltF,b3214,-,0.0,RegulonDB_TF
102,Nac,mioC,b3742,-,0.0,RegulonDB_TF
103,Nac,mnmG,b3741,-,0.0,RegulonDB_TF
104,Nac,nupC,b2393,+,0.0,RegulonDB_TF
105,Nac,serA,b2913,-,0.0,RegulonDB_TF
106,NadR,nadA,b0750,-,0.0,RegulonDB_TF
107,NadR,pncB,b0931,-,0.0,RegulonDB_TF
108,NadR,pnuC,b0751,-,0.0,RegulonDB_TF
109,NagC,creA,b4397,-,0.0,RegulonDB_TF
110,Lrp,rrfH,b0205,-,0.0,RegulonDB_TF
111,NarL,dpiB,b0619,-,0.0,RegulonDB_TF
112,Lrp,rrfG,b2588,-,0.0,RegulonDB_TF
113,Lrp,rrfE,b4010,-,0.0,RegulonDB_TF
114,IHF,uspB,b3494,-,0.0,RegulonDB_TF
115,IHF,yadV,b0140,+,0.0,RegulonDB_TF
116,IHF,yeiL,b2163,+,0.0,RegulonDB_TF
117,IS129,ryfA,b4440,?,0.0,RegulonDB_sRNA
118,IdnR,gntK,b3437,-,0.0,RegulonDB_TF
119,IdnR,gntU,b4476,-,0.0,RegulonDB_TF
120,IdnR,idnD,b4267,+,0.0,RegulonDB_TF
121,IdnR,idnK,b4268,+,0.0,RegulonDB_TF
122,IdnR,idnO,b4266,+,0.0,RegulonDB_TF
123,IdnR,idnR,b4264,+,0.0,RegulonDB_TF
124,IdnR,idnT,b4265,+,0.0,RegulonDB_TF
125,IHF,uspA,b3495,+,0.0,RegulonDB_TF
126,IscR,nrdE,b2675,+,0.0,RegulonDB_TF
127,IscR,nrdH,b2673,+,0.0,RegulonDB_TF
128,IscR,nrdI,b2674,+,0.0,RegulonDB_TF
129,KdgR,edd,b1851,-,0.0,RegulonDB_TF
130,LeuO,cadC,b4133,-,0.0,RegulonDB_TF
131,LeuO,dsrA,b1954,-,0.0,RegulonDB_TF
132,LeuO,leuA,b0074,+,0.0,RegulonDB_TF
133,LeuO,leuB,b0073,+,0.0,RegulonDB_TF
134,LeuO,leuC,b0072,+,0.0,RegulonDB_TF
135,LeuO,leuD,b0071,+,0.0,RegulonDB_TF
136,LeuO,leuL,b0075,+,0.0,RegulonDB_TF
137,LexA,cho,b1741,-,0.0,RegulonDB_TF
138,IscR,nrdF,b2676,+,0.0,RegulonDB_TF
139,LexA,ddlB,b0092,-,0.0,RegulonDB_TF
140,IHF,ulaG,b4192,-,0.0,RegulonDB_TF
141,IHF,ulaE,b4197,-,0.0,RegulonDB_TF
142,IHF,patA,b3073,?,0.0,RegulonDB_TF
143,IHF,prfA,b1211,+,0.0,RegulonDB_TF
144,IHF,prmC,b1212,+,0.0,RegulonDB_TF
145,IHF,pspG,b4050,+,0.0,RegulonDB_TF
146,IHF,rpoE,b2573,-,0.0,RegulonDB_TF
147,IHF,rseA,b2572,-,0.0,RegulonDB_TF
148,IHF,rseB,b2571,-,0.0,RegulonDB_TF
149,IHF,rseC,b2570,-,0.0,RegulonDB_TF
150,IHF,rseD,b4725,-,0.0,RegulonDB_TF
151,IHF,rtcA,b4475,+,0.0,RegulonDB_TF
152,IHF,rtcB,b3421,+,0.0,RegulonDB_TF
153,IHF,ulaF,b4198,-,0.0,RegulonDB_TF
154,IHF,sodB,b1656,-,0.0,RegulonDB_TF
155,IHF,sucA,b0726,-,0.0,RegulonDB_TF
156,IHF,sucB,b0727,-,0.0,RegulonDB_TF
157,IHF,sucC,b0728,-,0.0,RegulonDB_TF
158,IHF,sucD,b0729,-,0.0,RegulonDB_TF
159,IHF,tyrP,b1907,-,0.0,RegulonDB_TF
160,IHF,ubiA,b4040,-,0.0,RegulonDB_TF
161,IHF,ubiC,b4039,-,0.0,RegulonDB_TF
162,IHF,ulaA,b4193,-,0.0,RegulonDB_TF
163,IHF,ulaB,b4194,-,0.0,RegulonDB_TF
164,IHF,ulaC,b4195,-,0.0,RegulonDB_TF
165,IHF,ulaD,b4196,-,0.0,RegulonDB_TF
166,IHF,sra,b1480,+,0.0,RegulonDB_TF
167,LexA,dinB,b0231,-,0.0,RegulonDB_TF
168,LexA,dinD,b3645,-,0.0,RegulonDB_TF
169,LexA,dinJ,b0226,-,0.0,RegulonDB_TF
170,LexA,yafQ,b0225,-,0.0,RegulonDB_TF
171,LexA,ybfE,b0685,-,0.0,RegulonDB_TF
172,LexA,yebG,b1848,-,0.0,RegulonDB_TF
173,LexA,yehF,b2115,-,0.0,RegulonDB_TF
174,Lrp,adhE,b1241,-,0.0,RegulonDB_TF
175,Lrp,alaA,b2290,-,0.0,RegulonDB_TF
176,Lrp,alaU,b3276,-,0.0,RegulonDB_TF
177,Lrp,alaV,b0203,-,0.0,RegulonDB_TF
178,Lrp,avtA,b3572,-,0.0,RegulonDB_TF
179,Lrp,fimE,b4313,+,0.0,RegulonDB_TF
180,Lrp,gltV,b4008,-,0.0,RegulonDB_TF
181,LexA,yafP,b0234,-,0.0,RegulonDB_TF
182,Lrp,gltW,b2590,-,0.0,RegulonDB_TF
183,Lrp,hdeB,b3509,-,0.0,RegulonDB_TF
184,Lrp,ileU,b3277,-,0.0,RegulonDB_TF
185,Lrp,ileV,b0202,-,0.0,RegulonDB_TF
186,Lrp,leuE,b1798,-,0.0,RegulonDB_TF
187,Lrp,livF,b3454,-,0.0,RegulonDB_TF
188,Lrp,livG,b3455,-,0.0,RegulonDB_TF
189,Lrp,livH,b3457,-,0.0,RegulonDB_TF
190,Lrp,livK,b3458,-,0.0,RegulonDB_TF
191,Lrp,livM,b3456,-,0.0,RegulonDB_TF
192,Lrp,malT,b3418,+,0.0,RegulonDB_TF
193,Lrp,rrfD,b3274,-,0.0,RegulonDB_TF
194,Lrp,hdeA,b3510,-,0.0,RegulonDB_TF
195,LexA,yafO,b0233,-,0.0,RegulonDB_TF
196,LexA,yafN,b0232,-,0.0,RegulonDB_TF
197,LexA,uvrY,b1914,-,0.0,RegulonDB_TF
198,LexA,dinQ,b4613,-,0.0,RegulonDB_TF
199,LexA,ftsA,b0094,-,0.0,RegulonDB_TF
200,LexA,ftsI,b0084,-,0.0,RegulonDB_TF
201,LexA,ftsL,b0083,-,0.0,RegulonDB_TF
202,LexA,ftsQ,b0093,-,0.0,RegulonDB_TF
203,LexA,ftsW,b0089,-,0.0,RegulonDB_TF
204,LexA,ftsZ,b0095,-,0.0,RegulonDB_TF
205,LexA,hokE,b4415,-,0.0,RegulonDB_TF
206,LexA,insK,b3558,-,0.0,RegulonDB_TF
207,LexA,lpxC,b0096,-,0.0,RegulonDB_TF
208,LexA,mraY,b0087,-,0.0,RegulonDB_TF
209,LexA,murC,b0091,-,0.0,RegulonDB_TF
210,LexA,murD,b0088,-,0.0,RegulonDB_TF
211,LexA,murE,b0085,-,0.0,RegulonDB_TF
212,LexA,murF,b0086,-,0.0,RegulonDB_TF
213,LexA,murG,b0090,-,0.0,RegulonDB_TF
214,LexA,phr,b0708,-,0.0,RegulonDB_TF
215,LexA,recQ,b3822,-,0.0,RegulonDB_TF
216,LexA,sbmC,b2009,-,0.0,RegulonDB_TF
217,LexA,ssb,b4059,-,0.0,RegulonDB_TF
218,LexA,sulA,b0958,-,0.0,RegulonDB_TF
219,LexA,tisB,b4618,-,0.0,RegulonDB_TF
220,LexA,uvrA,b4058,-,0.0,RegulonDB_TF
221,LexA,uvrC,b1913,-,0.0,RegulonDB_TF
222,LexA,uvrD,b3813,-,0.0,RegulonDB_TF
223,Lrp,rrfF,b3272,-,0.0,RegulonDB_TF
224,NarL,fumB,b4122,-,0.0,RegulonDB_TF
225,NarL,hyaA,b0972,-,0.0,RegulonDB_TF
226,NarL,hyaB,b0973,-,0.0,RegulonDB_TF
227,NtrC,potF,b0854,+,0.0,RegulonDB_TF
228,NtrC,potG,b0855,+,0.0,RegulonDB_TF
229,NtrC,potH,b0856,+,0.0,RegulonDB_TF
230,NtrC,potI,b0857,+,0.0,RegulonDB_TF
231,NtrC,rutA,b1012,+,0.0,RegulonDB_TF
232,NtrC,rutB,b1011,+,0.0,RegulonDB_TF
233,NtrC,rutC,b1010,+,0.0,RegulonDB_TF
234,NtrC,rutD,b1009,+,0.0,RegulonDB_TF
235,NtrC,rutE,b1008,+,0.0,RegulonDB_TF
236,NtrC,rutF,b1007,+,0.0,RegulonDB_TF
237,NtrC,rutG,b1006,+,0.0,RegulonDB_TF
238,NtrC,patA,b3073,+,0.0,RegulonDB_TF
239,NtrC,yeaG,b1783,+,0.0,RegulonDB_TF
240,NtrC,yhdW,b3268,+,0.0,RegulonDB_TF
241,NtrC,yhdX,b3269,+,0.0,RegulonDB_TF
242,NtrC,yhdY,b3270,+,0.0,RegulonDB_TF
243,NtrC,yhdZ,b3271,+,0.0,RegulonDB_TF
244,OmpR,ecnB,b4411,-,0.0,RegulonDB_TF
245,OmpR,flhC,b1891,-,0.0,RegulonDB_TF
246,OmpR,flhD,b1892,-,0.0,RegulonDB_TF
247,OmpR,omrA,b4444,+,0.0,RegulonDB_TF
248,OmpR,omrB,b4445,+,0.0,RegulonDB_TF
249,OmpR,sra,b1480,-,0.0,RegulonDB_TF
250,OxyR,dps,b0812,+,0.0,RegulonDB_TF
251,NtrC,yeaH,b1784,+,0.0,RegulonDB_TF
252,OxyR,gntP,b4321,-,0.0,RegulonDB_TF
253,NtrC,nac,b1988,+,0.0,RegulonDB_TF
254,NtrC,hisP,b2306,+,0.0,RegulonDB_TF
255,NsrR,wecB,b3786,-,0.0,RegulonDB_TF
256,NsrR,wecC,b3787,-,0.0,RegulonDB_TF
257,NsrR,wecE,b3791,-,0.0,RegulonDB_TF
258,NsrR,wecF,b4481,-,0.0,RegulonDB_TF
259,NsrR,wzxE,b3792,-,0.0,RegulonDB_TF
260,NsrR,wzyE,b3793,-,0.0,RegulonDB_TF
261,NsrR,wzzE,b3785,-,0.0,RegulonDB_TF
262,NsrR,ydbD,b1407,-,0.0,RegulonDB_TF
263,NsrR,yeaE,b1781,-,0.0,RegulonDB_TF
264,NsrR,yeaR,b1797,-,0.0,RegulonDB_TF
265,NsrR,ygbA,b2732,-,0.0,RegulonDB_TF
266,NtrC,hisQ,b2308,+,0.0,RegulonDB_TF
267,NsrR,yoaG,b1796,-,0.0,RegulonDB_TF
268,NtrC,argT,b2310,+,0.0,RegulonDB_TF
269,NtrC,cbl,b1987,+,0.0,RegulonDB_TF
270,NtrC,ddpA,b1487,+,0.0,RegulonDB_TF
271,NtrC,ddpB,b1486,+,0.0,RegulonDB_TF
272,NtrC,ddpC,b1485,+,0.0,RegulonDB_TF
273,NtrC,ddpD,b1484,+,0.0,RegulonDB_TF
274,NtrC,ddpF,b1483,+,0.0,RegulonDB_TF
275,NtrC,ddpX,b1488,+,0.0,RegulonDB_TF
276,NtrC,glnK,b0450,+,0.0,RegulonDB_TF
277,NtrC,hisJ,b2309,+,0.0,RegulonDB_TF
278,NtrC,hisM,b2307,+,0.0,RegulonDB_TF
279,NtrC,amtB,b0451,+,0.0,RegulonDB_TF
280,OxyR,gor,b3500,+,0.0,RegulonDB_TF
281,OxyR,metE,b3829,+,0.0,RegulonDB_TF
282,OxyR,metR,b3828,+,0.0,RegulonDB_TF
283,PhoP,acrB,b0462,-,0.0,RegulonDB_TF
284,PhoP,argD,b3359,-,0.0,RegulonDB_TF
285,PhoP,clpS,b0881,-,0.0,RegulonDB_TF
286,PhoP,cysB,b1275,+,0.0,RegulonDB_TF
287,PhoP,dcuD,b3227,-,0.0,RegulonDB_TF
288,PhoP,fadL,b2344,+,0.0,RegulonDB_TF
289,PhoP,gadE,b3512,+,0.0,RegulonDB_TF
290,PhoP,gadF,b4718,+,0.0,RegulonDB_TF
291,PhoP,glgA,b3429,+,0.0,RegulonDB_TF
292,PhoP,glgB,b3432,+,0.0,RegulonDB_TF
293,PhoP,glgC,b3430,+,0.0,RegulonDB_TF
294,PhoP,acrA,b0463,-,0.0,RegulonDB_TF
295,PhoP,glgP,b3428,+,0.0,RegulonDB_TF
296,PhoP,malS,b3571,+,0.0,RegulonDB_TF
297,PhoP,metB,b3939,+,0.0,RegulonDB_TF
298,PhoP,metL,b3940,+,0.0,RegulonDB_TF
299,PhoP,mgrR,b4698,+,0.0,RegulonDB_TF
300,PhoP,mgtS,b4599,+,0.0,RegulonDB_TF
301,PhoP,ompT,b0565,+,0.0,RegulonDB_TF
302,PhoP,pagP,b0622,+,0.0,RegulonDB_TF
303,PhoP,purD,b4005,+,0.0,RegulonDB_TF
304,PhoP,rutA,b1012,+,0.0,RegulonDB_TF
305,PhoP,rutB,b1011,+,0.0,RegulonDB_TF
306,PhoP,rutC,b1010,+,0.0,RegulonDB_TF
307,PhoP,glgX,b3431,+,0.0,RegulonDB_TF
308,PhoB,ytfK,b4217,+,0.0,RegulonDB_TF
309,PhoB,waaH,b3615,+,0.0,RegulonDB_TF
310,PhoB,tktB,b2465,+,0.0,RegulonDB_TF
311,OxyR,uxuA,b4322,-,0.0,RegulonDB_TF
312,OxyR,uxuB,b4323,-,0.0,RegulonDB_TF
313,OxyR,zinT,b1973,+,0.0,RegulonDB_TF
314,OxyR,znuA,b1857,+,0.0,RegulonDB_TF
315,OxyR,znuB,b1859,+,0.0,RegulonDB_TF
316,OxyR,znuC,b1858,+,0.0,RegulonDB_TF
317,PdhR,fecA,b4291,+,0.0,RegulonDB_TF
318,PdhR,fecB,b4290,+,0.0,RegulonDB_TF
319,PdhR,fecC,b4289,+,0.0,RegulonDB_TF
320,PdhR,fecD,b4288,+,0.0,RegulonDB_TF
321,PdhR,fecE,b4287,+,0.0,RegulonDB_TF
322,PdhR,grcA,b2579,-,0.0,RegulonDB_TF
323,PdhR,hemL,b0154,-,0.0,RegulonDB_TF
324,PdhR,hha,b0460,-,0.0,RegulonDB_TF
325,PdhR,tomB,b0461,-,0.0,RegulonDB_TF
326,PhoB,adiC,b4115,+,0.0,RegulonDB_TF
327,PhoB,amn,b1982,+,0.0,RegulonDB_TF
328,PhoB,argP,b2916,+,0.0,RegulonDB_TF
329,PhoB,asr,b1597,+,0.0,RegulonDB_TF
330,PhoB,cra,b0080,-,0.0,RegulonDB_TF
331,PhoB,gadW,b3515,+,0.0,RegulonDB_TF
332,PhoB,gadX,b3516,+,0.0,RegulonDB_TF
333,PhoB,ompF,b0929,+,0.0,RegulonDB_TF
334,PhoB,phoQ,b1129,+,0.0,RegulonDB_TF
335,PhoB,pitB,b2987,-,0.0,RegulonDB_TF
336,NsrR,waaH,b3615,-,0.0,RegulonDB_TF
337,NsrR,tsgA,b3364,-,0.0,RegulonDB_TF
338,NsrR,thrS,b1719,-,0.0,RegulonDB_TF
339,NsrR,tehB,b1430,-,0.0,RegulonDB_TF
340,NarL,nuoI,b2281,+,0.0,RegulonDB_TF
341,NarL,nuoJ,b2280,+,0.0,RegulonDB_TF
342,NarL,nuoK,b2279,+,0.0,RegulonDB_TF
343,NarL,nuoL,b2278,+,0.0,RegulonDB_TF
344,NarL,nuoM,b2277,+,0.0,RegulonDB_TF
345,NarL,nuoN,b2276,+,0.0,RegulonDB_TF
346,NarL,torA,b0997,-,0.0,RegulonDB_TF
347,NarL,torC,b0996,-,0.0,RegulonDB_TF
348,NarL,torD,b0998,-,0.0,RegulonDB_TF
349,NarL,ubiA,b4040,-,0.0,RegulonDB_TF
350,NarL,ubiC,b4039,-,0.0,RegulonDB_TF
351,NarL,nuoH,b2282,+,0.0,RegulonDB_TF
352,NarL,ytfE,b4209,+,0.0,RegulonDB_TF
353,NarP,hcp,b0873,+,0.0,RegulonDB_TF
354,NarP,hcr,b0872,+,0.0,RegulonDB_TF
355,NarP,hyaA,b0972,-,0.0,RegulonDB_TF
356,NarP,hyaB,b0973,-,0.0,RegulonDB_TF
357,NarP,hyaC,b0974,-,0.0,RegulonDB_TF
358,NarP,hyaD,b0975,-,0.0,RegulonDB_TF
359,NarP,hyaE,b0976,-,0.0,RegulonDB_TF
360,NarP,hyaF,b0977,-,0.0,RegulonDB_TF
361,NarP,norV,b2710,-,0.0,RegulonDB_TF
362,NarP,norW,b2711,-,0.0,RegulonDB_TF
363,NarP,poxB,b0871,+,0.0,RegulonDB_TF
364,NarP,fdhF,b4079,+,0.0,RegulonDB_TF
365,NarL,nuoG,b2283,+,0.0,RegulonDB_TF
366,NarL,nuoF,b2284,+,0.0,RegulonDB_TF
367,NarL,nuoE,b2285,+,0.0,RegulonDB_TF
368,NarL,hyaC,b0974,-,0.0,RegulonDB_TF
369,NarL,hyaD,b0975,-,0.0,RegulonDB_TF
370,NarL,hyaE,b0976,-,0.0,RegulonDB_TF
371,NarL,hyaF,b0977,-,0.0,RegulonDB_TF
372,NarL,hybA,b2996,-,0.0,RegulonDB_TF
373,NarL,hybB,b2995,-,0.0,RegulonDB_TF
374,NarL,hybC,b2994,-,0.0,RegulonDB_TF
375,NarL,hybD,b2993,-,0.0,RegulonDB_TF
376,NarL,hybE,b2992,-,0.0,RegulonDB_TF
377,NarL,hybF,b2991,-,0.0,RegulonDB_TF
378,NarL,hybG,b2990,-,0.0,RegulonDB_TF
379,NarL,hybO,b2997,-,0.0,RegulonDB_TF
380,NarL,moeA,b0827,+,0.0,RegulonDB_TF
381,NarL,moeB,b0826,+,0.0,RegulonDB_TF
382,NarL,nikA,b3476,-,0.0,RegulonDB_TF
383,NarL,nikB,b3477,-,0.0,RegulonDB_TF
384,NarL,nikC,b3478,-,0.0,RegulonDB_TF
385,NarL,nikD,b3479,-,0.0,RegulonDB_TF
386,NarL,nikE,b3480,-,0.0,RegulonDB_TF
387,NarL,nikR,b3481,-,0.0,RegulonDB_TF
388,NarL,norV,b2710,-,0.0,RegulonDB_TF
389,NarL,norW,b2711,-,0.0,RegulonDB_TF
390,NarL,nuoA,b2288,+,0.0,RegulonDB_TF
391,NarL,nuoB,b2287,+,0.0,RegulonDB_TF
392,NarL,nuoC,b2286,+,0.0,RegulonDB_TF
393,NarP,yeaR,b1797,+,0.0,RegulonDB_TF
394,IHF,osmE,b1739,-,0.0,RegulonDB_TF
395,NarP,yoaG,b1796,+,0.0,RegulonDB_TF
396,NsrR,aceE,b0114,-,0.0,RegulonDB_TF
397,NsrR,mhpT,b0353,-,0.0,RegulonDB_TF
398,NsrR,ndh,b1109,-,0.0,RegulonDB_TF
399,NsrR,norR,b2709,-,0.0,RegulonDB_TF
400,NsrR,pgpC,b2560,-,0.0,RegulonDB_TF
401,NsrR,pheM,b1715,-,0.0,RegulonDB_TF
402,NsrR,pheS,b1714,-,0.0,RegulonDB_TF
403,NsrR,pheT,b1713,-,0.0,RegulonDB_TF
404,NsrR,rfe,b3784,-,0.0,RegulonDB_TF
405,NsrR,rffC,b3790,-,0.0,RegulonDB_TF
406,NsrR,rffG,b3788,-,0.0,RegulonDB_TF
407,NsrR,rffH,b3789,-,0.0,RegulonDB_TF
408,NsrR,mepH,b1655,-,0.0,RegulonDB_TF
409,NsrR,rffM,b3794,-,0.0,RegulonDB_TF
410,NsrR,rpmI,b1717,-,0.0,RegulonDB_TF
411,NsrR,rybB,b4417,-,0.0,RegulonDB_TF
412,NsrR,sodB,b1656,-,0.0,RegulonDB_TF
413,NsrR,sufA,b1684,-,0.0,RegulonDB_TF
414,NsrR,sufB,b1683,-,0.0,RegulonDB_TF
415,NsrR,sufC,b1682,-,0.0,RegulonDB_TF
416,NsrR,sufD,b1681,-,0.0,RegulonDB_TF
417,NsrR,sufE,b1679,-,0.0,RegulonDB_TF
418,NsrR,sufS,b1680,-,0.0,RegulonDB_TF
419,NsrR,tadA,b2559,-,0.0,RegulonDB_TF
420,NsrR,tehA,b1429,-,0.0,RegulonDB_TF
421,NsrR,rplT,b1716,-,0.0,RegulonDB_TF
422,NsrR,lrp,b0889,-,0.0,RegulonDB_TF
423,NsrR,infC,b1718,-,0.0,RegulonDB_TF
424,NsrR,ihfA,b1712,-,0.0,RegulonDB_TF
425,NsrR,aceF,b0115,-,0.0,RegulonDB_TF
426,NsrR,bamE,b2617,-,0.0,RegulonDB_TF
427,NsrR,bdcA,b4249,-,0.0,RegulonDB_TF
428,NsrR,cdd,b2143,-,0.0,RegulonDB_TF
429,NsrR,dkgB,b0207,-,0.0,RegulonDB_TF
430,NsrR,dsdC,b2364,-,0.0,RegulonDB_TF
431,NsrR,feaB,b1385,-,0.0,RegulonDB_TF
432,NsrR,feaR,b1384,-,0.0,RegulonDB_TF
433,NsrR,fhlA,b2731,-,0.0,RegulonDB_TF
434,NsrR,grxD,b1654,-,0.0,RegulonDB_TF
435,NsrR,hmp,b2552,-,0.0,RegulonDB_TF
436,NsrR,hycA,b2725,-,0.0,RegulonDB_TF
437,NsrR,hycB,b2724,-,0.0,RegulonDB_TF
438,NsrR,hycC,b2723,-,0.0,RegulonDB_TF
439,NsrR,hycD,b2722,-,0.0,RegulonDB_TF
440,NsrR,hycE,b2721,-,0.0,RegulonDB_TF
441,NsrR,hycF,b2720,-,0.0,RegulonDB_TF
442,NsrR,hycG,b2719,-,0.0,RegulonDB_TF
443,NsrR,hycH,b2718,-,0.0,RegulonDB_TF
444,NsrR,hycI,b2717,-,0.0,RegulonDB_TF
445,NsrR,hypA,b2726,-,0.0,RegulonDB_TF
446,NsrR,hypB,b2727,-,0.0,RegulonDB_TF
447,NsrR,hypC,b2728,-,0.0,RegulonDB_TF
448,NsrR,hypD,b2729,-,0.0,RegulonDB_TF
449,NsrR,hypE,b2730,-,0.0,RegulonDB_TF
450,NarP,ytfE,b4209,+,0.0,RegulonDB_TF
451,IHF,ompF,b0929,?,0.0,RegulonDB_TF
452,IHF,mtr,b3161,-,0.0,RegulonDB_TF
453,IHF,ibpB,b3686,+,0.0,RegulonDB_TF
